drugId,diseaseId,max_phase,labels,statuses
CHEMBL3989691,EFO_0006927,4.0,severe aplastic anemia,
CHEMBL3989691,EFO_0007160,4.0,autoimmune thrombocytopenic purpura,Completed
CHEMBL3989691,HP_0001873,4.0,Thrombocytopenia,
CHEMBL3989694,MONDO_0005090,4.0,schizophrenia,
CHEMBL3989695,EFO_0000319,4.0,cardiovascular disease,
CHEMBL3989716,HP_0012531,4.0,Pain,
CHEMBL3989740,EFO_0003894,4.0,acne,Completed | Recruiting
CHEMBL3989767,EFO_0003854,4.0,postmenopausal osteoporosis,
CHEMBL3989798,EFO_0000341,4.0,chronic obstructive pulmonary disease,Completed | Not yet recruiting | Recruiting | Withdrawn
CHEMBL3989798,EFO_0000464,4.0,emphysema,Withdrawn
CHEMBL3989798,EFO_0006505,4.0,chronic bronchitis,Withdrawn
CHEMBL3989798,MONDO_0004979,4.0,asthma,Completed | Enrolling by invitation | Unknown status
CHEMBL3989826,HP_0012531,4.0,Pain,
CHEMBL3989833,MONDO_0004985,4.0,bipolar disorder,
CHEMBL3989844,EFO_0003888,4.0,attention deficit hyperactivity disorder,
CHEMBL3989844,MONDO_0016158,4.0,narcolepsy-cataplexy syndrome,
CHEMBL3989855,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL3989855,EFO_0005854,4.0,allergic rhinitis,Completed
CHEMBL3989868,EFO_0000616,4.0,neoplasm,
CHEMBL3989868,EFO_0003869,4.0,breast neoplasm,
CHEMBL3989868,EFO_1000294,4.0,HER2 Positive Breast Carcinoma,
CHEMBL3989868,EFO_1001951,4.0,colorectal carcinoma,
CHEMBL3989868,MONDO_0007254,4.0,breast cancer,
CHEMBL3989869,MONDO_0018906,4.0,follicular lymphoma,
CHEMBL3989871,EFO_0005297,4.0,Granulomatosis with Polyangiitis,
CHEMBL3989871,EFO_1000784,4.0,microscopic polyangiitis,
CHEMBL3989871,MONDO_0015492,4.0,anti-neutrophil cytoplasmic antibody-associated vasculitis,Recruiting
CHEMBL3989887,EFO_0000274,4.0,atopic eczema,
CHEMBL3989919,EFO_0006911,4.0,Chemotherapy-induced nausea and vomiting,
CHEMBL3989919,HP_0002013,4.0,Vomiting,
CHEMBL3989920,HP_0003119,4.0,Abnormal circulating lipid concentration,
CHEMBL3989920,MONDO_0021187,4.0,hyperlipidemia,
CHEMBL3989921,EFO_0000305,4.0,breast carcinoma,
CHEMBL3989921,MONDO_0007254,4.0,breast cancer,
CHEMBL3989922,EFO_0001075,4.0,ovarian carcinoma,
CHEMBL3989922,EFO_0003893,4.0,ovarian neoplasm,
CHEMBL3989922,EFO_1000251,4.0,Fallopian Tube Carcinoma,
CHEMBL3989922,EFO_1001100,4.0,peritoneal neoplasm,
CHEMBL3989923,HP_0003119,4.0,Abnormal circulating lipid concentration,
CHEMBL3989923,HP_0003124,4.0,Hypercholesterolemia,
CHEMBL3989923,MONDO_0021187,4.0,hyperlipidemia,
CHEMBL3989931,EFO_0000222,4.0,acute myeloid leukemia,
CHEMBL3989932,EFO_0006834,4.0,septic shock,
CHEMBL3989933,EFO_0000729,4.0,ulcerative colitis,
CHEMBL3989937,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL3989944,EFO_0000540,4.0,immune system disease,
CHEMBL3989944,EFO_0003929,4.0,relapsing-remitting multiple sclerosis,
CHEMBL3989944,MONDO_0005301,4.0,multiple sclerosis,
CHEMBL3989958,EFO_0000222,4.0,acute myeloid leukemia,
CHEMBL3989973,EFO_1000562,4.0,Tenosynovial Giant Cell Tumor,
CHEMBL3989977,Orphanet_158038,4.0,Primary hemophagocytic lymphohistiocytosis,"Active, not recruiting"
CHEMBL3989986,MONDO_0001549,4.0,hemolytic-uremic syndrome,
CHEMBL3989986,MONDO_0100244,4.0,paroxysmal nocturnal hemoglobinuria,Completed
CHEMBL3989989,EFO_0000403,4.0,diffuse large B-cell lymphoma,
CHEMBL3989989,MONDO_0018906,4.0,follicular lymphoma,
CHEMBL3991065,MONDO_0005277,4.0,migraine disorder,Completed
CHEMBL404108,EFO_0005755,4.0,rheumatic disease,
CHEMBL405,EFO_0003888,4.0,attention deficit hyperactivity disorder,Completed | Recruiting | Unknown status
CHEMBL406,EFO_0000319,4.0,cardiovascular disease,
CHEMBL406,EFO_0000373,4.0,congestive heart failure,
CHEMBL406,EFO_0000537,4.0,hypertension,Completed | Recruiting | Unknown status
CHEMBL406,EFO_0000668,4.0,preeclampsia,
CHEMBL408,EFO_0000400,4.0,diabetes mellitus,
CHEMBL408403,EFO_0000319,4.0,cardiovascular disease,
CHEMBL4084119,EFO_0000400,4.0,diabetes mellitus,Completed | Recruiting
CHEMBL4084119,EFO_0001073,4.0,obesity,"Recruiting | Withdrawn | Active, not recruiting | Completed | Not yet recruiting"
CHEMBL4084119,MONDO_0005148,4.0,type 2 diabetes mellitus,Terminated | Unknown status | Completed | Recruiting | Withdrawn
CHEMBL409,EFO_0000313,4.0,carcinoma,
CHEMBL409,EFO_0000616,4.0,neoplasm,
CHEMBL411,EFO_0000616,4.0,neoplasm,
CHEMBL413,EFO_0000616,4.0,neoplasm,Completed
CHEMBL414357,EFO_0000400,4.0,diabetes mellitus,Terminated | Completed
CHEMBL414357,MONDO_0005148,4.0,type 2 diabetes mellitus,Unknown status | Withdrawn | Completed | Recruiting | Terminated
CHEMBL415,MONDO_0002050,4.0,depressive disorder,Terminated
CHEMBL416146,EFO_0005755,4.0,rheumatic disease,
CHEMBL4164059,MONDO_0016158,4.0,narcolepsy-cataplexy syndrome,
CHEMBL419213,EFO_0000319,4.0,cardiovascular disease,
CHEMBL419213,EFO_0000373,4.0,congestive heart failure,
CHEMBL419213,EFO_0000400,4.0,diabetes mellitus,
CHEMBL419213,EFO_0000537,4.0,hypertension,
CHEMBL419213,EFO_0000612,4.0,myocardial infarction,
CHEMBL419213,EFO_0000712,4.0,stroke,
CHEMBL419213,EFO_0003144,4.0,heart failure,
CHEMBL42,EFO_0005407,4.0,psychosis,
CHEMBL42,EFO_0005411,4.0,schizoaffective disorder,Completed | Recruiting
CHEMBL42,MONDO_0005090,4.0,schizophrenia,Completed | Recruiting | Withdrawn | Terminated
CHEMBL4204794,EFO_0000616,4.0,neoplasm,
CHEMBL4204794,MONDO_0011719,4.0,gastrointestinal stromal tumor,"Active, not recruiting"
CHEMBL4208229,EFO_0000616,4.0,neoplasm,
CHEMBL421,EFO_0000685,4.0,rheumatoid arthritis,Completed | Not yet recruiting | Recruiting | Terminated | Unknown status
CHEMBL421,EFO_0000729,4.0,ulcerative colitis,
CHEMBL421,EFO_0002609,4.0,juvenile idiopathic arthritis,Terminated
CHEMBL4216467,EFO_0000616,4.0,neoplasm,
CHEMBL4216467,MONDO_0011719,4.0,gastrointestinal stromal tumor,
CHEMBL422,EFO_0005407,4.0,psychosis,
CHEMBL423,EFO_0000319,4.0,cardiovascular disease,
CHEMBL423,MONDO_0005041,4.0,glaucoma,
CHEMBL4297064,EFO_0005687,4.0,fibromyalgia,
CHEMBL4297147,MONDO_0005090,4.0,schizophrenia,Completed
CHEMBL4297185,EFO_0000616,4.0,neoplasm,
CHEMBL4297185,MONDO_0008315,4.0,prostate cancer,Recruiting
CHEMBL4297185,MONDO_0021259,4.0,prostate neoplasm,
CHEMBL4297216,EFO_0002430,4.0,primary myelofibrosis,
CHEMBL4297216,EFO_0004251,4.0,myeloproliferative disorder,
CHEMBL4297216,HP_0011974,4.0,Myelofibrosis,
CHEMBL4297229,EFO_0005422,4.0,skin aging,
CHEMBL4297240,EFO_0008525,4.0,spinal muscular atrophy,
CHEMBL4297522,EFO_0000616,4.0,neoplasm,
CHEMBL4297522,EFO_0005221,4.0,cholangiocarcinoma,
CHEMBL4297533,EFO_0004714,4.0,sexual dysfunction,
CHEMBL4297534,EFO_0000222,4.0,acute myeloid leukemia,
CHEMBL4297549,MONDO_0019623,4.0,hereditary angioedema,Completed
CHEMBL4297551,EFO_0004991,4.0,Myasthenia gravis,
CHEMBL4297573,EFO_0000222,4.0,acute myeloid leukemia,
CHEMBL4297573,EFO_0000574,4.0,lymphoma,
CHEMBL4297573,EFO_0000616,4.0,neoplasm,
CHEMBL4297610,EFO_0000222,4.0,acute myeloid leukemia,
CHEMBL4297700,EFO_0000540,4.0,immune system disease,
CHEMBL4297700,EFO_0000676,4.0,psoriasis,"Active, not recruiting | Recruiting"
CHEMBL4297723,EFO_0000616,4.0,neoplasm,
CHEMBL4297723,EFO_0000707,4.0,squamous cell carcinoma,
CHEMBL4297723,MONDO_0008903,4.0,lung cancer,
CHEMBL4297734,MONDO_0011382,4.0,sickle cell disease,Completed | Recruiting
CHEMBL4297750,EFO_0004683,4.0,wet macular degeneration,
CHEMBL4297750,EFO_0005753,4.0,ocular vascular disease,
CHEMBL4297750,EFO_0010977,4.0,macrovascular complications of diabetes,
CHEMBL4297750,MONDO_0003005,4.0,macular retinal edema,
CHEMBL4297750,MONDO_0007935,4.0,cystoid macular edema,
CHEMBL4297774,EFO_0000616,4.0,neoplasm,
CHEMBL4297774,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL4297778,EFO_0000403,4.0,diffuse large B-cell lymphoma,
CHEMBL4297778,EFO_0000616,4.0,neoplasm,
CHEMBL4297788,MONDO_0018906,4.0,follicular lymphoma,
CHEMBL4297809,EFO_0001378,4.0,multiple myeloma,Recruiting
CHEMBL4297820,EFO_0004991,4.0,Myasthenia gravis,
CHEMBL4297830,EFO_1001109,4.0,pituitary dwarfism,
CHEMBL4297832,EFO_1001264,4.0,"Anemia, Hemolytic, Autoimmune",
CHEMBL4297839,EFO_0000400,4.0,diabetes mellitus,
CHEMBL4297839,EFO_0001073,4.0,obesity,Recruiting
CHEMBL4297839,MONDO_0005148,4.0,type 2 diabetes mellitus,"Active, not recruiting | Completed | Recruiting"
CHEMBL4297840,EFO_0000616,4.0,neoplasm,
CHEMBL4297840,EFO_0003060,4.0,non-small cell lung carcinoma,Not yet recruiting | Recruiting
CHEMBL4297840,EFO_0005922,4.0,esophageal squamous cell carcinoma,"Active, not recruiting"
CHEMBL4297841,EFO_0000616,4.0,neoplasm,
CHEMBL4297841,MONDO_0002974,4.0,cervical cancer,
CHEMBL4297844,EFO_0000616,4.0,neoplasm,
CHEMBL4297844,EFO_0003869,4.0,breast neoplasm,
CHEMBL4297844,MONDO_0007254,4.0,breast cancer,Not yet recruiting
CHEMBL4297862,EFO_0005422,4.0,skin aging,
CHEMBL4297862,EFO_0006865,4.0,urgency urinary incontinence,
CHEMBL4297862,EFO_1000781,4.0,overactive bladder,
CHEMBL4297862,MONDO_0005277,4.0,migraine disorder,
CHEMBL4297873,MONDO_0010602,4.0,hemophilia A,Completed
CHEMBL4297945,MONDO_0010602,4.0,hemophilia A,Completed | Recruiting
CHEMBL4297950,EFO_0000616,4.0,neoplasm,
CHEMBL4297951,MONDO_0002247,4.0,factor X deficiency,
CHEMBL4297951,MP_0001914,4.0,hemorrhage,
CHEMBL4297955,EFO_0004248,4.0,male infertility,
CHEMBL4297955,EFO_0004266,4.0,primary ovarian insufficiency,
CHEMBL4297955,MONDO_0002146,4.0,hypogonadism,
CHEMBL4297955,MONDO_0018555,4.0,hypogonadotropic hypogonadism,
CHEMBL4297986,MONDO_0010604,4.0,hemophilia B,Completed
CHEMBL4297990,EFO_0000616,4.0,neoplasm,
CHEMBL4298037,EFO_0000616,4.0,neoplasm,
CHEMBL4298037,EFO_1001471,4.0,Merkel cell skin cancer,
CHEMBL4298047,EFO_0000403,4.0,diffuse large B-cell lymphoma,
CHEMBL4298047,EFO_0000574,4.0,lymphoma,
CHEMBL4298047,EFO_0000616,4.0,neoplasm,
CHEMBL4298092,EFO_0000403,4.0,diffuse large B-cell lymphoma,
CHEMBL4298124,EFO_0000616,4.0,neoplasm,
CHEMBL4298124,MONDO_0011962,4.0,endometrial cancer,
CHEMBL4298124,MONDO_0021251,4.0,endometrium neoplasm,
CHEMBL4298139,EFO_0003888,4.0,attention deficit hyperactivity disorder,
CHEMBL4298150,EFO_0003929,4.0,relapsing-remitting multiple sclerosis,
CHEMBL4298150,MONDO_0005301,4.0,multiple sclerosis,
CHEMBL4298167,EFO_0000685,4.0,rheumatoid arthritis,
CHEMBL4298185,EFO_1001109,4.0,pituitary dwarfism,
CHEMBL4298199,EFO_0000616,4.0,neoplasm,
CHEMBL4298199,EFO_0001378,4.0,multiple myeloma,
CHEMBL4298209,EFO_0000616,4.0,neoplasm,
CHEMBL4298209,EFO_0001378,4.0,multiple myeloma,
CHEMBL4298211,MONDO_0100244,4.0,paroxysmal nocturnal hemoglobinuria,
CHEMBL429910,EFO_0000400,4.0,diabetes mellitus,Recruiting | Terminated | Unknown status | Completed | Not yet recruiting
CHEMBL429910,EFO_0003144,4.0,heart failure,Enrolling by invitation | Not yet recruiting | Recruiting | Completed
CHEMBL429910,EFO_0003884,4.0,chronic kidney disease,Recruiting | Completed
CHEMBL429910,MONDO_0005148,4.0,type 2 diabetes mellitus,"Completed | Not yet recruiting | Active, not recruiting | Recruiting | Terminated | Unknown status | Withdrawn"
CHEMBL4303669,EFO_0001378,4.0,multiple myeloma,Withdrawn | Completed
CHEMBL4303669,EFO_0001663,4.0,prostate carcinoma,
CHEMBL4303669,EFO_0003854,4.0,postmenopausal osteoporosis,Not yet recruiting | Recruiting | Unknown status | Completed
CHEMBL4303669,EFO_0003882,4.0,osteoporosis,Completed | Recruiting
CHEMBL4303669,EFO_0003931,4.0,bone fracture,Completed | Terminated
CHEMBL4303669,EFO_0004260,4.0,bone disease,
CHEMBL4303669,EFO_0004261,4.0,osteitis deformans,Completed
CHEMBL4303669,EFO_0009708,4.0,metastasis,Completed
CHEMBL4303669,EFO_0009870,4.0,bone metastasis,Completed
CHEMBL4303669,MONDO_0008315,4.0,prostate cancer,Completed
CHEMBL4303669,MONDO_0021165,4.0,Paget disease,
CHEMBL43064,HP_0002321,4.0,Vertigo,
CHEMBL431,EFO_0000319,4.0,cardiovascular disease,
CHEMBL431770,MONDO_0005180,4.0,Parkinson disease,
CHEMBL433,EFO_0000474,4.0,epilepsy,"Active, not recruiting | Unknown status | Completed"
CHEMBL434394,EFO_0000319,4.0,cardiovascular disease,
CHEMBL435,EFO_0000319,4.0,cardiovascular disease,Completed
CHEMBL435,EFO_0000373,4.0,congestive heart failure,Unknown status
CHEMBL435,EFO_0000537,4.0,hypertension,Recruiting | Unknown status | Completed | Withdrawn
CHEMBL435,EFO_0000612,4.0,myocardial infarction,
CHEMBL435,EFO_0000668,4.0,preeclampsia,
CHEMBL435,EFO_0001422,4.0,cirrhosis of liver,
CHEMBL435,EFO_0003144,4.0,heart failure,Recruiting
CHEMBL435,EFO_0003884,4.0,chronic kidney disease,Completed | Unknown status
CHEMBL435,EFO_0003913,4.0,angina pectoris,
CHEMBL435,EFO_0004255,4.0,nephrotic syndrome,
CHEMBL435,EFO_0009373,4.0,edema,
CHEMBL435,MONDO_0002462,4.0,glomerulonephritis,
CHEMBL439849,MONDO_0002009,4.0,major depressive disorder,Completed
CHEMBL441738,MONDO_0001676,4.0,erythropoietic protoporphyria,
CHEMBL442,MONDO_0005277,4.0,migraine disorder,
CHEMBL4435170,EFO_0000676,4.0,psoriasis,"Completed | Active, not recruiting | Recruiting"
CHEMBL4435170,EFO_1001494,4.0,psoriasis vulgaris,Recruiting
CHEMBL445,MONDO_0002009,4.0,major depressive disorder,Completed
CHEMBL445,MONDO_0002050,4.0,depressive disorder,Completed | Terminated | Unknown status
CHEMBL4535757,EFO_0000616,4.0,neoplasm,
CHEMBL4535757,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL4559134,EFO_0000616,4.0,neoplasm,
CHEMBL4559134,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL4559134,EFO_0003841,4.0,thyroid neoplasm,
CHEMBL4559134,MONDO_0002108,4.0,thyroid cancer,
CHEMBL4559134,MONDO_0015277,4.0,medullary thyroid gland carcinoma,
CHEMBL456,EFO_0000319,4.0,cardiovascular disease,
CHEMBL456,EFO_0000373,4.0,congestive heart failure,
CHEMBL456,EFO_0001422,4.0,cirrhosis of liver,
CHEMBL456,EFO_0004255,4.0,nephrotic syndrome,
CHEMBL457,EFO_0000319,4.0,cardiovascular disease,
CHEMBL457,EFO_0001645,4.0,coronary artery disease,
CHEMBL4582651,EFO_0000616,4.0,neoplasm,
CHEMBL4582651,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL4582651,MONDO_0015277,4.0,medullary thyroid gland carcinoma,
CHEMBL4585668,EFO_0000616,4.0,neoplasm,
CHEMBL4585668,EFO_0000681,4.0,renal cell carcinoma,
CHEMBL4594214,HP_0012531,4.0,Pain,
CHEMBL4594217,EFO_0000400,4.0,diabetes mellitus,Completed
CHEMBL4594217,MONDO_0005148,4.0,type 2 diabetes mellitus,"Active, not recruiting | Completed | Recruiting | Unknown status | Not yet recruiting"
CHEMBL4594230,EFO_0000616,4.0,neoplasm,
CHEMBL4594230,MONDO_0001475,4.0,neutropenia,
CHEMBL4594260,MONDO_0018906,4.0,follicular lymphoma,
CHEMBL4594273,EFO_0003869,4.0,breast neoplasm,
CHEMBL4594273,EFO_0006861,4.0,male breast carcinoma,
CHEMBL4594292,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL4594293,EFO_0000095,4.0,chronic lymphocytic leukemia,
CHEMBL4594293,EFO_1001469,4.0,Mantle cell lymphoma,
CHEMBL4594311,Orphanet_848,4.0,Beta-thalassemia,
CHEMBL4594350,EFO_0000616,4.0,neoplasm,
CHEMBL4594350,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL4594406,MONDO_0008315,4.0,prostate cancer,
CHEMBL4594503,EFO_0001378,4.0,multiple myeloma,
CHEMBL4594505,EFO_0001378,4.0,multiple myeloma,
CHEMBL4594584,MONDO_0010602,4.0,hemophilia A,Recruiting
CHEMBL4594598,MONDO_0010604,4.0,hemophilia B,
CHEMBL4594603,MONDO_0010602,4.0,hemophilia A,
CHEMBL46,EFO_0004888,4.0,post operative nausea and vomiting,Not yet recruiting | Recruiting | Unknown status | Completed
CHEMBL46,EFO_0006911,4.0,Chemotherapy-induced nausea and vomiting,"Active, not recruiting | Completed | Recruiting"
CHEMBL46,HP_0002017,4.0,Nausea and vomiting,
CHEMBL46,HP_0002018,4.0,Nausea,Completed | Terminated
CHEMBL46,MONDO_0004992,4.0,cancer,
CHEMBL460,EFO_0005407,4.0,psychosis,
CHEMBL465,HP_0002017,4.0,Nausea and vomiting,
CHEMBL465,HP_0002018,4.0,Nausea,
CHEMBL465,MONDO_0004992,4.0,cancer,
CHEMBL4650216,EFO_0004698,4.0,insomnia,
CHEMBL4650220,MONDO_0005277,4.0,migraine disorder,
CHEMBL4650272,EFO_0000702,4.0,small cell lung carcinoma,
CHEMBL4650273,EFO_0001073,4.0,obesity,
CHEMBL4650274,HP_0001943,4.0,Hypoglycemia,
CHEMBL4650274,MONDO_0005147,4.0,type 1 diabetes mellitus,
CHEMBL4650319,EFO_0000616,4.0,neoplasm,
CHEMBL4650393,EFO_0000403,4.0,diffuse large B-cell lymphoma,
CHEMBL4650485,EFO_1001469,4.0,Mantle cell lymphoma,
CHEMBL46516,EFO_0005407,4.0,psychosis,
CHEMBL471,EFO_0000319,4.0,cardiovascular disease,
CHEMBL471737,EFO_0000319,4.0,cardiovascular disease,Recruiting
CHEMBL471737,EFO_0000373,4.0,congestive heart failure,Completed
CHEMBL471737,EFO_0003144,4.0,heart failure,Completed | Withdrawn | Unknown status
CHEMBL473,EFO_0000275,4.0,atrial fibrillation,Completed | Withdrawn
CHEMBL473,EFO_0003911,4.0,atrial flutter,
CHEMBL473,EFO_0004269,4.0,cardiac arrhythmia,
CHEMBL473,HP_0004308,4.0,Ventricular arrhythmia,
CHEMBL473417,EFO_0000616,4.0,neoplasm,
CHEMBL473417,EFO_0004193,4.0,basal cell carcinoma,Completed
CHEMBL479,EFO_0005407,4.0,psychosis,
CHEMBL4802223,MONDO_0008315,4.0,prostate cancer,
CHEMBL4802239,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL4802263,EFO_0001378,4.0,multiple myeloma,
CHEMBL481,EFO_0000616,4.0,neoplasm,Completed
CHEMBL48582,MONDO_0005180,4.0,Parkinson disease,Completed
CHEMBL488,EFO_0000616,4.0,neoplasm,
CHEMBL49,HP_0000739,4.0,Anxiety,Withdrawn
CHEMBL490,MONDO_0002009,4.0,major depressive disorder,Unknown status | Completed | Terminated
CHEMBL490,MONDO_0002050,4.0,depressive disorder,Completed | Terminated | Unknown status | Withdrawn
CHEMBL49080,HP_0006536,4.0,Airway obstruction,
CHEMBL494,EFO_0001361,4.0,pulmonary arterial hypertension,Unknown status
CHEMBL494,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL494,MONDO_0005149,4.0,pulmonary hypertension,Terminated
CHEMBL495,EFO_0004234,4.0,erectile dysfunction,Withdrawn
CHEMBL499,EFO_0000319,4.0,cardiovascular disease,
CHEMBL499,EFO_0004190,4.0,open-angle glaucoma,Completed | Recruiting | Unknown status | Withdrawn
CHEMBL499,EFO_1001069,4.0,ocular hypertension,Completed
CHEMBL499,MONDO_0005041,4.0,glaucoma,Completed | Terminated
CHEMBL500,EFO_0000319,4.0,cardiovascular disease,
CHEMBL501,EFO_0001073,4.0,obesity,
CHEMBL501,EFO_0003888,4.0,attention deficit hyperactivity disorder,
CHEMBL501,MONDO_0016158,4.0,narcolepsy-cataplexy syndrome,
CHEMBL502,HP_0000726,4.0,Dementia,Completed
CHEMBL502182,EFO_0001065,4.0,endometriosis,
CHEMBL503,EFO_0000319,4.0,cardiovascular disease,
CHEMBL503,EFO_0001645,4.0,coronary artery disease,
CHEMBL503,EFO_0003914,4.0,atherosclerosis,
CHEMBL503,HP_0003124,4.0,Hypercholesterolemia,
CHEMBL503,MONDO_0021661,4.0,coronary atherosclerosis,
CHEMBL505,MONDO_0005271,4.0,allergic disease,
CHEMBL508102,HP_0000820,4.0,Abnormality of the thyroid gland,
CHEMBL509,EFO_0005755,4.0,rheumatic disease,
CHEMBL509,HP_0002829,4.0,Arthralgia,
CHEMBL509,HP_0003326,4.0,Myalgia,
CHEMBL5095049,EFO_0002429,4.0,polycythemia vera,
CHEMBL5095049,EFO_0002430,4.0,primary myelofibrosis,
CHEMBL511,HP_0000989,4.0,Pruritus,
CHEMBL511,MONDO_0005271,4.0,allergic disease,
CHEMBL511142,EFO_0003890,4.0,drug dependence,Completed
CHEMBL511142,EFO_0005611,4.0,opioid dependence,Completed | Withdrawn
CHEMBL511142,EFO_0010702,4.0,opioid use disorder,Completed | Enrolling by invitation | Terminated | Withdrawn | Not yet recruiting | Recruiting
CHEMBL511142,EFO_0020911,4.0,overdose,
CHEMBL511142,HP_0012531,4.0,Pain,Completed | Not yet recruiting | Recruiting | Terminated
CHEMBL511142,HP_0012532,4.0,Chronic pain,Suspended
CHEMBL512351,EFO_0004286,4.0,venous thromboembolism,
CHEMBL512351,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL513,EFO_0000183,4.0,Hodgkins lymphoma,
CHEMBL513,EFO_0000272,4.0,astrocytoma,
CHEMBL513,EFO_0000519,4.0,glioblastoma multiforme,
CHEMBL513,EFO_0000616,4.0,neoplasm,
CHEMBL513,EFO_0001378,4.0,multiple myeloma,
CHEMBL513,EFO_0002939,4.0,medulloblastoma,
CHEMBL513,EFO_0005543,4.0,glioma,
CHEMBL515606,EFO_0000319,4.0,cardiovascular disease,
CHEMBL516,MONDO_0005271,4.0,allergic disease,
CHEMBL517712,EFO_0008546,4.0,poisoning,Recruiting
CHEMBL517712,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL517712,HP_0011499,4.0,Mydriasis,
CHEMBL521606,EFO_0000319,4.0,cardiovascular disease,
CHEMBL521606,EFO_0000537,4.0,hypertension,
CHEMBL521606,EFO_0000612,4.0,myocardial infarction,
CHEMBL521606,EFO_0000712,4.0,stroke,
CHEMBL521606,EFO_0003913,4.0,angina pectoris,
CHEMBL522038,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL523299,EFO_0000341,4.0,chronic obstructive pulmonary disease,Completed
CHEMBL523299,EFO_0000464,4.0,emphysema,
CHEMBL523299,EFO_0006505,4.0,chronic bronchitis,
CHEMBL523299,HP_0006536,4.0,Airway obstruction,
CHEMBL524004,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL52440,HP_0012735,4.0,Cough,Terminated | Completed
CHEMBL525610,EFO_0003854,4.0,postmenopausal osteoporosis,Completed | Unknown status
CHEMBL525610,EFO_0003882,4.0,osteoporosis,Completed | Enrolling by invitation | Recruiting | Terminated | Unknown status
CHEMBL5314341,EFO_0000400,4.0,diabetes mellitus,
CHEMBL5314341,HP_0001943,4.0,Hypoglycemia,
CHEMBL5314348,EFO_0005672,4.0,acute coronary syndrome,Completed
CHEMBL5314348,EFO_1000985,4.0,intermediate coronary syndrome,
CHEMBL5314348,HP_0001873,4.0,Thrombocytopenia,
CHEMBL5314348,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL5314348,MONDO_0000831,4.0,thrombotic disease,
CHEMBL5314379,EFO_0005761,4.0,lupus nephritis,
CHEMBL5314382,EFO_1001485,4.0,acromegaly,
CHEMBL5314649,EFO_0004192,4.0,alopecia areata,
CHEMBL5315048,EFO_0004991,4.0,Myasthenia gravis,
CHEMBL5315049,MONDO_0005148,4.0,type 2 diabetes mellitus,
CHEMBL5315050,EFO_0003917,4.0,premature birth,
CHEMBL5315053,EFO_0000588,4.0,mesothelioma,
CHEMBL5315053,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL5315054,MONDO_0005148,4.0,type 2 diabetes mellitus,
CHEMBL5315055,MONDO_0007079,4.0,alcohol dependence,
CHEMBL5315064,MONDO_0002775,4.0,anovulation,
CHEMBL5315069,MONDO_0010602,4.0,hemophilia A,Completed
CHEMBL5315071,MONDO_0010602,4.0,hemophilia A,
CHEMBL5315075,MONDO_0010602,4.0,hemophilia A,
CHEMBL5315076,MONDO_0010604,4.0,hemophilia B,
CHEMBL5315078,MONDO_0010602,4.0,hemophilia A,
CHEMBL5315078,MONDO_0010604,4.0,hemophilia B,
CHEMBL5315087,EFO_0009316,4.0,protein c deficiency,
CHEMBL5315119,EFO_0000685,4.0,rheumatoid arthritis,
CHEMBL5315120,HP_0000989,4.0,Pruritus,
CHEMBL5315123,HP_0000989,4.0,Pruritus,
CHEMBL5315125,EFO_0000095,4.0,chronic lymphocytic leukemia,
CHEMBL5315125,EFO_0000096,4.0,neoplasm of mature B-cells,
CHEMBL5315125,EFO_0000574,4.0,lymphoma,
CHEMBL5315125,MONDO_0018906,4.0,follicular lymphoma,
CHEMBL5315126,EFO_0000545,4.0,infertility,Unknown status | Completed
CHEMBL533,EFO_0004269,4.0,cardiac arrhythmia,
CHEMBL534,EFO_0005751,4.0,eye allergy,
CHEMBL534,MONDO_0005271,4.0,allergic disease,
CHEMBL53463,EFO_0000616,4.0,neoplasm,
CHEMBL535,EFO_0000616,4.0,neoplasm,Completed
CHEMBL535,EFO_0000681,4.0,renal cell carcinoma,Completed | Terminated
CHEMBL535,EFO_1001901,4.0,neuroendocrine neoplasm,
CHEMBL535,MONDO_0011719,4.0,gastrointestinal stromal tumor,Completed
CHEMBL539423,EFO_0004194,4.0,IGA glomerulonephritis,
CHEMBL539697,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL54,EFO_0000677,4.0,mental or behavioural disorder,
CHEMBL54,EFO_0004216,4.0,conduct disorder,
CHEMBL54,EFO_0004895,4.0,Tourette syndrome,
CHEMBL54,EFO_0005407,4.0,psychosis,Completed
CHEMBL54,EFO_0005411,4.0,schizoaffective disorder,Completed
