drugId,targetId,max_phase,statuses,mechanisms,target_name
CHEMBL4594293,ENSG00000010671,4.0,,Tyrosine-protein kinase BTK inhibitor,Tyrosine-protein kinase BTK
CHEMBL4594311,ENSG00000244734,4.0,,Hemoglobin beta chain exogenous gene,Hemoglobin subunit beta
CHEMBL4594350,ENSG00000133703,4.0,,GTPase KRas inhibitor,GTPase KRas
CHEMBL4594406,ENSG00000086205,4.0,,Glutamate carboxypeptidase II binding agent,Glutamate carboxypeptidase 2
CHEMBL4594503,ENSG00000111291,4.0,,G-protein coupled receptor family C group 5 member D binding agent,G-protein coupled receptor family C group 5 member D
CHEMBL4594503,ENSG00000160654,4.0,,T cell surface glycoprotein CD3 binding agent,T cell surface glycoprotein CD3
CHEMBL4594503,ENSG00000167286,4.0,,T cell surface glycoprotein CD3 binding agent,T cell surface glycoprotein CD3
CHEMBL4594503,ENSG00000198851,4.0,,T cell surface glycoprotein CD3 binding agent,T cell surface glycoprotein CD3
CHEMBL4594505,ENSG00000048462,4.0,,Tumor necrosis factor receptor superfamily member 17 binding agent,Tumor necrosis factor receptor superfamily member 17
CHEMBL4594505,ENSG00000160654,4.0,,T cell surface glycoprotein CD3 binding agent,T cell surface glycoprotein CD3
CHEMBL4594505,ENSG00000167286,4.0,,T cell surface glycoprotein CD3 binding agent,T cell surface glycoprotein CD3
CHEMBL4594505,ENSG00000198851,4.0,,T cell surface glycoprotein CD3 binding agent,T cell surface glycoprotein CD3
CHEMBL4594584,ENSG00000185010,4.0,Recruiting,Coagulation factor VIII exogenous protein,Coagulation factor VIII
CHEMBL4594598,ENSG00000101981,4.0,,Coagulation factor IX exogenous protein,Coagulation factor IX
CHEMBL4594603,ENSG00000185010,4.0,,Coagulation factor VIII exogenous protein,Coagulation factor VIII
CHEMBL46,ENSG00000166736,4.0,"Not yet recruiting | Recruiting | Unknown status | Active, not recruiting | Completed | Terminated",Serotonin 3a (5-HT3a) receptor antagonist,5-hydroxytryptamine receptor 3A
CHEMBL460,ENSG00000102468,4.0,,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL460,ENSG00000149295,4.0,,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL465,ENSG00000118432,4.0,,Cannabinoid CB1 receptor agonist,Cannabinoid receptor 1
CHEMBL4650216,ENSG00000121764,4.0,,Orexin receptor 1 antagonist,Orexin/Hypocretin receptor type 1
CHEMBL4650216,ENSG00000137252,4.0,,Orexin receptor 2 antagonist,Orexin receptor type 2
CHEMBL4650220,ENSG00000064989,4.0,,Calcitonin gene-related peptide type 1 receptor antagonist,Calcitonin gene-related peptide type 1 receptor
CHEMBL4650272,ENSG00000105810,4.0,,Cyclin-dependent kinase 6 inhibitor,Cyclin-dependent kinase 6
CHEMBL4650272,ENSG00000135446,4.0,,Cyclin-dependent kinase 4 inhibitor,Cyclin-dependent kinase 4
CHEMBL4650273,ENSG00000166603,4.0,,Melanocortin receptor 4 agonist,Melanocortin receptor 4
CHEMBL4650274,ENSG00000215644,4.0,,Glucagon receptor agonist,Glucagon receptor
CHEMBL4650319,ENSG00000146648,4.0,,Epidermal growth factor receptor erbB1 inhibitor,Epidermal growth factor receptor
CHEMBL4650393,ENSG00000156738,4.0,,B-lymphocyte antigen CD20 binding agent,B-lymphocyte antigen CD20
CHEMBL4650393,ENSG00000160654,4.0,,T cell surface glycoprotein CD3 binding agent,T cell surface glycoprotein CD3
CHEMBL4650393,ENSG00000167286,4.0,,T cell surface glycoprotein CD3 binding agent,T cell surface glycoprotein CD3
CHEMBL4650393,ENSG00000198851,4.0,,T cell surface glycoprotein CD3 binding agent,T cell surface glycoprotein CD3
CHEMBL4650485,ENSG00000010671,4.0,,Tyrosine-protein kinase BTK inhibitor,Tyrosine-protein kinase BTK
CHEMBL46516,ENSG00000149295,4.0,,Dopamine D2 receptor inhibitor,D(2) dopamine receptor
CHEMBL471,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL471,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL471737,ENSG00000138622,4.0,Completed | Withdrawn | Recruiting | Unknown status,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4
CHEMBL473,ENSG00000055118,4.0,Completed | Withdrawn,HERG blocker,Voltage-gated inwardly rectifying potassium channel KCNH2
CHEMBL473417,ENSG00000128602,4.0,Completed,Smoothened homolog inhibitor,Protein smoothened
CHEMBL479,ENSG00000069696,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL479,ENSG00000102468,4.0,,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL479,ENSG00000147246,4.0,,Serotonin 2c (5-HT2c) receptor antagonist,5-hydroxytryptamine receptor 2C
CHEMBL479,ENSG00000149295,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL479,ENSG00000151577,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL4802223,ENSG00000109163,4.0,,Gonadotropin-releasing hormone receptor agonist,Gonadotropin-releasing hormone receptor
CHEMBL4802239,ENSG00000146648,4.0,,Epidermal growth factor receptor erbB1 inhibitor,Epidermal growth factor receptor
CHEMBL4802263,ENSG00000048462,4.0,,Tumor necrosis factor receptor superfamily member 17 binding agent,Tumor necrosis factor receptor superfamily member 17
CHEMBL481,ENSG00000198900,4.0,Completed,DNA topoisomerase I inhibitor,DNA topoisomerase 1
CHEMBL48582,ENSG00000069535,4.0,Completed,Monoamine oxidase B inhibitor,Amine oxidase [flavin-containing] B
CHEMBL488,ENSG00000137869,4.0,,Cytochrome P450 19A1 inhibitor,Aromatase
CHEMBL488,ENSG00000140459,4.0,,Cytochrome P450 11A1 inhibitor,"Cholesterol side-chain cleavage enzyme, mitochondrial"
CHEMBL49,ENSG00000178394,4.0,Withdrawn,Serotonin 1a (5-HT1a) receptor partial agonist,5-hydroxytryptamine receptor 1A
CHEMBL490,ENSG00000108576,4.0,Unknown status | Completed | Terminated | Withdrawn,Serotonin transporter inhibitor,Sodium-dependent serotonin transporter
CHEMBL49080,ENSG00000169252,4.0,,Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL494,ENSG00000160013,4.0,Terminated | Unknown status,Prostanoid IP receptor agonist,Prostacyclin receptor
CHEMBL495,ENSG00000125384,4.0,Withdrawn,Prostanoid EP2 receptor agonist,Prostaglandin E2 receptor EP2 subtype
CHEMBL495,ENSG00000160951,4.0,Withdrawn,Prostanoid EP1 receptor agonist,Prostaglandin E2 receptor EP1 subtype
CHEMBL499,ENSG00000043591,4.0,Recruiting | Unknown status | Completed | Terminated | Withdrawn,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL499,ENSG00000169252,4.0,Completed | Recruiting | Withdrawn | Unknown status | Terminated,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL500,ENSG00000043591,4.0,,Beta-1 adrenergic receptor partial agonist,Beta-1 adrenergic receptor
CHEMBL500,ENSG00000169252,4.0,,Beta-2 adrenergic receptor partial agonist,Beta-2 adrenergic receptor
CHEMBL501,ENSG00000103546,4.0,,Norepinephrine transporter releasing agent,Sodium-dependent noradrenaline transporter
CHEMBL501,ENSG00000142319,4.0,,Dopamine transporter releasing agent,Sodium-dependent dopamine transporter
CHEMBL502,ENSG00000087085,4.0,Completed,Acetylcholinesterase inhibitor,Acetylcholinesterase
CHEMBL502182,ENSG00000109163,4.0,,Gonadotropin-releasing hormone receptor antagonist,Gonadotropin-releasing hormone receptor
CHEMBL503,ENSG00000113161,4.0,,HMG-CoA reductase inhibitor,3-hydroxy-3-methylglutaryl-coenzyme A reductase
CHEMBL505,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL508102,ENSG00000115705,4.0,,Thyroid peroxidase inhibitor,Thyroid peroxidase
CHEMBL509,ENSG00000073756,4.0,,Cyclooxygenase inhibitor,Cyclooxygenase
CHEMBL509,ENSG00000095303,4.0,,Cyclooxygenase inhibitor,Cyclooxygenase
CHEMBL5095049,ENSG00000096968,4.0,,Tyrosine-protein kinase JAK2 inhibitor,Tyrosine-protein kinase JAK2
CHEMBL5095049,ENSG00000122025,4.0,,Tyrosine-protein kinase receptor FLT3 inhibitor,Receptor-type tyrosine-protein kinase FLT3
CHEMBL511,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL511142,ENSG00000082556,4.0,Completed | Enrolling by invitation | Not yet recruiting | Recruiting | Terminated | Withdrawn | Suspended,Kappa opioid receptor agonist,Kappa-type opioid receptor
CHEMBL511142,ENSG00000112038,4.0,Completed | Enrolling by invitation | Terminated | Withdrawn | Not yet recruiting | Recruiting | Suspended,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL512351,ENSG00000126218,4.0,,Coagulation factor X inhibitor,Coagulation factor X
CHEMBL513,ENSG00000104687,4.0,,Glutathione reductase inhibitor,"Glutathione reductase, mitochondrial"
CHEMBL515606,ENSG00000159640,4.0,,Angiotensin-converting enzyme inhibitor,Angiotensin-converting enzyme
CHEMBL516,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL517712,ENSG00000133019,4.0,Recruiting,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL517712,ENSG00000168539,4.0,Recruiting,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL517712,ENSG00000181072,4.0,Recruiting,Muscarinic acetylcholine receptor M2 antagonist,Muscarinic acetylcholine receptor M2
CHEMBL521606,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL521606,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL522038,ENSG00000180210,4.0,,Thrombin inhibitor,Prothrombin
CHEMBL523299,ENSG00000133019,4.0,Completed,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL524004,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL524004,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL52440,ENSG00000147955,4.0,Completed | Terminated,Sigma opioid receptor agonist,Sigma non-opioid intracellular receptor 1
CHEMBL52440,ENSG00000183454,4.0,Terminated | Completed,Glutamate [NMDA] receptor subunit epsilon 1 antagonist,"Glutamate receptor ionotropic, NMDA 2A"
CHEMBL525610,ENSG00000160801,4.0,Completed | Enrolling by invitation | Recruiting | Terminated | Unknown status,Parathyroid hormone receptor agonist,Parathyroid hormone/parathyroid hormone-related peptide receptor
CHEMBL5314341,ENSG00000215644,4.0,,Glucagon receptor agonist,Glucagon receptor
CHEMBL5314348,ENSG00000180210,4.0,Completed,Thrombin inhibitor,Prothrombin
CHEMBL5314379,ENSG00000138814,4.0,,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform inhibitor",Protein phosphatase 3 catalytic subunit alpha
CHEMBL5314382,ENSG00000139874,4.0,,Somatostatin receptor 1 agonist,Somatostatin receptor type 1
CHEMBL5314382,ENSG00000162009,4.0,,Somatostatin receptor 5 agonist,Somatostatin receptor type 5
CHEMBL5314382,ENSG00000180616,4.0,,Somatostatin receptor 2 agonist,Somatostatin receptor type 2
CHEMBL5314382,ENSG00000278195,4.0,,Somatostatin receptor 3 agonist,Somatostatin receptor type 3
CHEMBL5314649,ENSG00000010671,4.0,,TEC family kinase inhibitor,TEC family kinase
CHEMBL5314649,ENSG00000074966,4.0,,TEC family kinase inhibitor,TEC family kinase
CHEMBL5314649,ENSG00000102010,4.0,,TEC family kinase inhibitor,TEC family kinase
CHEMBL5314649,ENSG00000105639,4.0,,Tyrosine-protein kinase JAK3 inhibitor,Tyrosine-protein kinase JAK3
CHEMBL5314649,ENSG00000113263,4.0,,TEC family kinase inhibitor,TEC family kinase
CHEMBL5314649,ENSG00000135605,4.0,,TEC family kinase inhibitor,TEC family kinase
CHEMBL5315048,ENSG00000106804,4.0,,Complement C5 binding agent,Complement C5
CHEMBL5315049,ENSG00000197635,4.0,,Dipeptidyl peptidase IV inhibitor,Dipeptidyl peptidase 4
CHEMBL5315050,ENSG00000180914,4.0,,Oxytocin receptor antagonist,Oxytocin receptor
CHEMBL5315053,ENSG00000159131,4.0,,GAR transformylase inhibitor,Trifunctional purine biosynthetic protein adenosine-3
CHEMBL5315053,ENSG00000176890,4.0,,Thymidylate synthase inhibitor,Thymidylate synthase
CHEMBL5315053,ENSG00000228716,4.0,,Dihydrofolate reductase inhibitor,Dihydrofolate reductase
CHEMBL5315054,ENSG00000140675,4.0,,Sodium/glucose cotransporter 2 inhibitor,Sodium/glucose cotransporter 2
CHEMBL5315055,ENSG00000082556,4.0,,Kappa opioid receptor partial agonist,Kappa-type opioid receptor
CHEMBL5315055,ENSG00000112038,4.0,,Mu opioid receptor antagonist,Mu-type opioid receptor
CHEMBL5315055,ENSG00000116329,4.0,,Delta opioid receptor antagonist,Delta-type opioid receptor
CHEMBL5315064,ENSG00000170820,4.0,,Follicle stimulating hormone receptor agonist,Follicle-stimulating hormone receptor
CHEMBL5315069,ENSG00000185010,4.0,Completed,Coagulation factor VIII exogenous protein,Coagulation factor VIII
CHEMBL5315071,ENSG00000185010,4.0,,Coagulation factor VIII exogenous protein,Coagulation factor VIII
CHEMBL5315075,ENSG00000185010,4.0,,Coagulation factor VIII exogenous protein,Coagulation factor VIII
CHEMBL5315076,ENSG00000101981,4.0,,Coagulation factor IX exogenous protein,Coagulation factor IX
CHEMBL5315078,ENSG00000057593,4.0,,Coagulation factor VII exogenous protein,Coagulation factor VII
CHEMBL5315087,ENSG00000115718,4.0,,Vitamin K-dependent protein C exogenous protein,Vitamin K-dependent protein C
CHEMBL5315119,ENSG00000096968,4.0,,Tyrosine-protein kinase JAK2 inhibitor,Tyrosine-protein kinase JAK2
CHEMBL5315119,ENSG00000105397,4.0,,Tyrosine-protein kinase TYK2 inhibitor,Non-receptor tyrosine-protein kinase TYK2
CHEMBL5315119,ENSG00000105639,4.0,,Tyrosine-protein kinase JAK3 inhibitor,Tyrosine-protein kinase JAK3
CHEMBL5315119,ENSG00000162434,4.0,,Tyrosine-protein kinase JAK1 inhibitor,Tyrosine-protein kinase JAK1
CHEMBL5315120,ENSG00000125255,4.0,,Ileal bile acid transporter inhibitor,Ileal sodium/bile acid cotransporter
CHEMBL5315123,ENSG00000082556,4.0,,Kappa opioid receptor agonist,Kappa-type opioid receptor
CHEMBL5315125,ENSG00000105851,4.0,,PI3-kinase p110-gamma subunit inhibitor,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"
CHEMBL5315125,ENSG00000171608,4.0,,PI3-kinase p110-delta subunit inhibitor,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
CHEMBL5315126,ENSG00000170820,4.0,Unknown status | Completed,Follicle stimulating hormone receptor agonist,Follicle-stimulating hormone receptor
CHEMBL533,ENSG00000055118,4.0,,HERG blocker,Voltage-gated inwardly rectifying potassium channel KCNH2
CHEMBL534,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL53463,ENSG00000131747,4.0,,DNA topoisomerase II alpha inhibitor,DNA topoisomerase 2-alpha
CHEMBL535,ENSG00000037280,4.0,Completed | Terminated,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL535,ENSG00000102755,4.0,Completed | Terminated,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL535,ENSG00000113721,4.0,Completed | Terminated,Platelet-derived growth factor receptor inhibitor,Platelet-derived growth factor receptor
CHEMBL535,ENSG00000122025,4.0,Completed | Terminated,Tyrosine-protein kinase receptor FLT3 inhibitor,Receptor-type tyrosine-protein kinase FLT3
CHEMBL535,ENSG00000128052,4.0,Completed | Terminated,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL535,ENSG00000134853,4.0,Completed | Terminated,Platelet-derived growth factor receptor inhibitor,Platelet-derived growth factor receptor
CHEMBL535,ENSG00000157404,4.0,Completed | Terminated,Stem cell growth factor receptor inhibitor,Mast/stem cell growth factor receptor Kit
CHEMBL535,ENSG00000165731,4.0,Completed | Terminated,Tyrosine-protein kinase receptor RET inhibitor,Proto-oncogene tyrosine-protein kinase receptor Ret
CHEMBL535,ENSG00000182578,4.0,Completed | Terminated,Macrophage colony stimulating factor receptor inhibitor,Macrophage colony-stimulating factor 1 receptor
CHEMBL539423,ENSG00000144891,4.0,,Type-1 angiotensin II receptor antagonist,Type-1 angiotensin II receptor
CHEMBL539423,ENSG00000151617,4.0,,Endothelin receptor ET-A antagonist,Endothelin-1 receptor
CHEMBL539697,ENSG00000180210,4.0,,Thrombin inhibitor,Prothrombin
CHEMBL54,ENSG00000069696,4.0,Completed | Terminated | Unknown status | Withdrawn,D2-like dopamine receptor inverse agonist,D2-like dopamine receptor
CHEMBL54,ENSG00000102468,4.0,Completed | Terminated | Withdrawn | Unknown status,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL54,ENSG00000149295,4.0,Completed | Terminated | Unknown status | Withdrawn,D2-like dopamine receptor inverse agonist,D2-like dopamine receptor
CHEMBL54,ENSG00000151577,4.0,Completed | Terminated | Unknown status | Withdrawn,D2-like dopamine receptor inverse agonist,D2-like dopamine receptor
CHEMBL546,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL546,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL549,ENSG00000108576,4.0,Completed | Terminated | Recruiting | Unknown status | Withdrawn,Serotonin transporter inhibitor,Sodium-dependent serotonin transporter
CHEMBL550,ENSG00000133019,4.0,Completed | Unknown status,Muscarinic acetylcholine receptor M3 agonist,Muscarinic acetylcholine receptor M3
CHEMBL550,ENSG00000168539,4.0,Unknown status | Completed,Muscarinic acetylcholine receptor M1 agonist,Muscarinic acetylcholine receptor M1
CHEMBL551466,ENSG00000133019,4.0,Completed | Recruiting | Withdrawn,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL557555,ENSG00000186951,4.0,,Peroxisome proliferator-activated receptor alpha agonist,Peroxisome proliferator-activated receptor alpha
CHEMBL561157,ENSG00000160013,4.0,Completed | Recruiting | Terminated,Prostanoid IP receptor agonist,Prostacyclin receptor
CHEMBL564,ENSG00000069696,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL564,ENSG00000102468,4.0,,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL564,ENSG00000149295,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL564,ENSG00000151577,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL565,ENSG00000186951,4.0,,Peroxisome proliferator-activated receptor alpha agonist,Peroxisome proliferator-activated receptor alpha
CHEMBL566315,ENSG00000012504,4.0,Terminated,Bile acid receptor FXR agonist,Bile acid receptor
CHEMBL567,ENSG00000149295,4.0,Completed | Withdrawn,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL569713,ENSG00000168539,4.0,Completed,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL570,ENSG00000149295,4.0,,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL571546,ENSG00000197122,4.0,Completed | Recruiting | Withdrawn,Tyrosine-protein kinase SRC inhibitor,Proto-oncogene tyrosine-protein kinase Src
CHEMBL578,ENSG00000159640,4.0,,Angiotensin-converting enzyme inhibitor,Angiotensin-converting enzyme
CHEMBL58,ENSG00000131747,4.0,,DNA topoisomerase II alpha inhibitor,DNA topoisomerase 2-alpha
CHEMBL588,ENSG00000184845,4.0,,Dopamine D1 receptor agonist,D(1A) dopamine receptor
CHEMBL589586,ENSG00000079999,4.0,,Kelch-like ECH-associated protein 1 inhibitor,Kelch-like ECH-associated protein 1
CHEMBL59,ENSG00000043591,4.0,,Beta-1 adrenergic receptor agonist,Beta-1 adrenergic receptor
CHEMBL594,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL595,ENSG00000132170,4.0,Completed | Recruiting | Not yet recruiting | Unknown status,Peroxisome proliferator-activated receptor gamma agonist,Peroxisome proliferator-activated receptor gamma
CHEMBL596,ENSG00000112038,4.0,"Active, not recruiting | Not yet recruiting | Unknown status | Suspended | Completed | Recruiting | Terminated | Withdrawn",Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL599,ENSG00000073756,4.0,Completed,Cyclooxygenase-2 inhibitor,Prostaglandin G/H synthase 2
CHEMBL601719,ENSG00000105976,4.0,"Terminated | Active, not recruiting",Hepatocyte growth factor receptor inhibitor,Hepatocyte growth factor receptor
CHEMBL601719,ENSG00000143924,4.0,"Active, not recruiting | Terminated",EML4-ALK inhibitor,EML4-ALK
CHEMBL601719,ENSG00000171094,4.0,"Active, not recruiting | Terminated",NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)
CHEMBL601719,ENSG00000181163,4.0,"Terminated | Active, not recruiting",NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)
CHEMBL603,ENSG00000173198,4.0,,Cysteinyl leukotriene receptor 1 antagonist,Cysteinyl leukotriene receptor 1
CHEMBL605846,ENSG00000169252,4.0,,Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL606,ENSG00000050628,4.0,Recruiting | Completed | Not yet recruiting | Terminated | Unknown status,Prostanoid EP3 receptor agonist,Prostaglandin E2 receptor EP3 subtype
