drugId,targetId,max_phase,statuses,mechanisms,target_name
CHEMBL1200826,ENSG00000133731,4.0,Withdrawn | Terminated | Recruiting | Unknown status | Completed,Inositol-1(or 4)-monophosphatase 1 inhibitor,Inositol monophosphatase 1
CHEMBL1200843,ENSG00000135914,4.0,Completed,Serotonin 2b (5-HT2b) receptor partial agonist,5-hydroxytryptamine receptor 2B
CHEMBL1200843,ENSG00000184845,4.0,Completed,Dopamine D1 receptor antagonist,D(1A) dopamine receptor
CHEMBL1200845,ENSG00000113580,4.0,,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1200848,ENSG00000082175,4.0,Completed,Progesterone receptor agonist,Progesterone receptor
CHEMBL1200862,ENSG00000180176,4.0,,Tyrosine 3-hydroxylase inhibitor,Tyrosine 3-monooxygenase
CHEMBL1200865,ENSG00000113580,4.0,Completed | Withdrawn,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1200870,ENSG00000043591,4.0,Completed | Terminated,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1200870,ENSG00000169252,4.0,Completed | Terminated,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL1200878,ENSG00000113580,4.0,Unknown status,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1200879,ENSG00000167397,4.0,Completed,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,Vitamin K epoxide reductase complex subunit 1
CHEMBL1200885,ENSG00000166736,4.0,,Serotonin 3a (5-HT3a) receptor antagonist,5-hydroxytryptamine receptor 3A
CHEMBL1200890,ENSG00000112038,4.0,Enrolling by invitation | Completed | Not yet recruiting,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL1200908,ENSG00000113580,4.0,Terminated | Completed | Not yet recruiting | Recruiting,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1200912,ENSG00000103546,4.0,,Norepinephrine transporter releasing agent,Sodium-dependent noradrenaline transporter
CHEMBL1200927,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1200934,ENSG00000082175,4.0,Completed,Progesterone receptor agonist,Progesterone receptor
CHEMBL1200935,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1200935,ENSG00000181072,4.0,,Muscarinic acetylcholine receptor M2 antagonist,Muscarinic acetylcholine receptor M2
CHEMBL1200940,ENSG00000149295,4.0,Completed,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL1200940,ENSG00000164270,4.0,Completed,Serotonin 4 (5-HT4) receptor agonist,5-hydroxytryptamine receptor 4
CHEMBL1200940,ENSG00000166736,4.0,Completed,Serotonin 3a (5-HT3a) receptor antagonist,5-hydroxytryptamine receptor 3A
CHEMBL1200950,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1200950,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1200953,ENSG00000113580,4.0,,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1200959,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1200961,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1200963,ENSG00000122420,4.0,Completed,Prostanoid FP receptor agonist,Prostaglandin F2-alpha receptor
CHEMBL1200974,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1200976,ENSG00000131747,4.0,Unknown status,DNA topoisomerase II alpha inhibitor,DNA topoisomerase 2-alpha
CHEMBL1200977,ENSG00000172572,4.0,,Phosphodiesterase 3A inhibitor,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A"
CHEMBL1200980,ENSG00000091831,4.0,,Estrogen receptor alpha agonist,Estrogen receptor
CHEMBL1200986,ENSG00000069696,4.0,Completed | Terminated,D2-like dopamine receptor inverse agonist,D2-like dopamine receptor
CHEMBL1200986,ENSG00000102468,4.0,Terminated | Completed,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL1200986,ENSG00000149295,4.0,Completed | Terminated,D2-like dopamine receptor inverse agonist,D2-like dopamine receptor
CHEMBL1200986,ENSG00000151577,4.0,Completed | Terminated,D2-like dopamine receptor inverse agonist,D2-like dopamine receptor
CHEMBL1200987,ENSG00000144891,4.0,,Type-1 angiotensin II receptor antagonist,Type-1 angiotensin II receptor
CHEMBL1200989,ENSG00000113580,4.0,,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1201,ENSG00000102468,4.0,,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL1201,ENSG00000149295,4.0,,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL1201003,ENSG00000135312,4.0,,Serotonin 1b (5-HT1b) receptor agonist,5-hydroxytryptamine receptor 1B
CHEMBL1201003,ENSG00000179097,4.0,,Serotonin 1f (5-HT1f) receptor agonist,5-hydroxytryptamine receptor 1F
CHEMBL1201003,ENSG00000179546,4.0,,Serotonin 1d (5-HT1d) receptor agonist,5-hydroxytryptamine receptor 1D
CHEMBL1201006,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1201011,ENSG00000159640,4.0,Completed,Angiotensin-converting enzyme inhibitor,Angiotensin-converting enzyme
CHEMBL1201012,ENSG00000113580,4.0,,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1201013,ENSG00000012779,4.0,,Arachidonate 5-lipoxygenase inhibitor,Polyunsaturated fatty acid 5-lipoxygenase
CHEMBL1201013,ENSG00000073756,4.0,,Cyclooxygenase inhibitor,Cyclooxygenase
CHEMBL1201013,ENSG00000095303,4.0,,Cyclooxygenase inhibitor,Cyclooxygenase
CHEMBL1201013,ENSG00000132170,4.0,,Peroxisome proliferator-activated receptor gamma agonist,Peroxisome proliferator-activated receptor gamma
CHEMBL1201014,ENSG00000113580,4.0,Completed,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1201023,ENSG00000103546,4.0,,Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL1201023,ENSG00000105464,4.0,,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1201023,ENSG00000116032,4.0,,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1201023,ENSG00000161509,4.0,,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1201023,ENSG00000176884,4.0,,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1201023,ENSG00000183454,4.0,,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1201023,ENSG00000198785,4.0,,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1201023,ENSG00000273079,4.0,,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1201027,ENSG00000133019,4.0,Completed | Recruiting | Withdrawn,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1201027,ENSG00000168539,4.0,Completed | Withdrawn | Recruiting,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1201032,ENSG00000135312,4.0,Completed | Not yet recruiting,Serotonin 1b (5-HT1b) receptor agonist,5-hydroxytryptamine receptor 1B
CHEMBL1201032,ENSG00000179546,4.0,Completed | Not yet recruiting,Serotonin 1d (5-HT1d) receptor agonist,5-hydroxytryptamine receptor 1D
CHEMBL1201044,ENSG00000120907,4.0,,Alpha-1a adrenergic receptor antagonist,Alpha-1A adrenergic receptor
CHEMBL1201057,ENSG00000015413,4.0,Completed,Renal dipeptidase inhibitor,Dipeptidase 1
CHEMBL1201061,ENSG00000169252,4.0,Completed,Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL1201063,ENSG00000007314,4.0,,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL1201063,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1201063,ENSG00000136531,4.0,,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL1201063,ENSG00000136546,4.0,,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL1201063,ENSG00000144285,4.0,,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL1201063,ENSG00000153253,4.0,,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL1201063,ENSG00000168356,4.0,,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL1201063,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL1201063,ENSG00000169432,4.0,,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL1201063,ENSG00000183873,4.0,,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL1201063,ENSG00000185313,4.0,,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL1201063,ENSG00000196876,4.0,,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL1201066,ENSG00000103546,4.0,Completed | Recruiting | Unknown status | Terminated | Withdrawn,Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL1201066,ENSG00000108576,4.0,Completed | Terminated | Unknown status | Withdrawn | Recruiting,Serotonin transporter inhibitor,Sodium-dependent serotonin transporter
CHEMBL1201081,ENSG00000113580,4.0,Completed,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1201082,ENSG00000108576,4.0,Unknown status,Serotonin transporter inhibitor,Sodium-dependent serotonin transporter
CHEMBL1201087,ENSG00000149295,4.0,Completed | Terminated,Dopamine D2 receptor agonist,D(2) dopamine receptor
CHEMBL1201101,ENSG00000169083,4.0,Completed,Androgen Receptor agonist,Androgen receptor
CHEMBL1201108,ENSG00000126895,4.0,,Vasopressin V2 receptor antagonist,Vasopressin V2 receptor
CHEMBL1201109,ENSG00000113580,4.0,Completed,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1201115,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1201115,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL1201129,ENSG00000119772,4.0,Terminated | Unknown status,DNA (cytosine-5)-methyltransferase 3A inhibitor,DNA (cytosine-5)-methyltransferase 3A
CHEMBL1201129,ENSG00000130816,4.0,Terminated | Unknown status,DNA (cytosine-5)-methyltransferase 1 inhibitor,DNA (cytosine-5)-methyltransferase 1
CHEMBL1201134,ENSG00000114859,4.0,Completed | Terminated,Chloride channel protein 2 opener,Chloride channel protein 2
CHEMBL1201139,ENSG00000082175,4.0,Withdrawn | Not yet recruiting,Progesterone receptor agonist,Progesterone receptor
CHEMBL1201142,ENSG00000069535,4.0,Completed,Monoamine oxidase B inhibitor,Amine oxidase [flavin-containing] B
CHEMBL1201146,ENSG00000082175,4.0,,Progesterone receptor agonist,Progesterone receptor
CHEMBL1201150,ENSG00000135312,4.0,Completed,Serotonin 1b (5-HT1b) receptor agonist,5-hydroxytryptamine receptor 1B
CHEMBL1201150,ENSG00000179546,4.0,Completed,Serotonin 1d (5-HT1d) receptor agonist,5-hydroxytryptamine receptor 1D
CHEMBL1201155,ENSG00000069696,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL1201155,ENSG00000102468,4.0,,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL1201155,ENSG00000147246,4.0,,Serotonin 2c (5-HT2c) receptor antagonist,5-hydroxytryptamine receptor 2C
CHEMBL1201155,ENSG00000149295,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL1201155,ENSG00000151577,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL1201162,ENSG00000104267,4.0,Unknown status | Completed,Carbonic anhydrase II inhibitor,Carbonic anhydrase 2
CHEMBL1201163,ENSG00000112038,4.0,Terminated | Completed | Enrolling by invitation,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL1201173,ENSG00000113580,4.0,,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1201174,ENSG00000197635,4.0,Completed,Dipeptidyl peptidase IV inhibitor,Dipeptidyl peptidase 4
CHEMBL1201177,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1201177,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL1201178,ENSG00000103546,4.0,Completed | Not yet recruiting,Norepinephrine transporter releasing agent,Sodium-dependent noradrenaline transporter
CHEMBL1201178,ENSG00000142319,4.0,Not yet recruiting | Completed,Dopamine transporter releasing agent,Sodium-dependent dopamine transporter
CHEMBL1201178,ENSG00000165646,4.0,Not yet recruiting | Completed,Synaptic vesicular amine transporter inhibitor,Synaptic vesicular amine transporter
CHEMBL1201179,ENSG00000141736,4.0,,Receptor protein-tyrosine kinase erbB-2 inhibitor,Receptor tyrosine-protein kinase erbB-2
CHEMBL1201179,ENSG00000146648,4.0,,Epidermal growth factor receptor erbB1 inhibitor,Epidermal growth factor receptor
CHEMBL1201182,ENSG00000088832,4.0,,FK506-binding protein 1A inhibitor,Peptidyl-prolyl cis-trans isomerase FKBP1A
CHEMBL1201184,ENSG00000162009,4.0,,Somatostatin receptor 5 agonist,Somatostatin receptor type 5
CHEMBL1201184,ENSG00000180616,4.0,,Somatostatin receptor 2 agonist,Somatostatin receptor type 2
CHEMBL1201190,ENSG00000196639,4.0,Unknown status | Completed,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1201191,ENSG00000196639,4.0,Completed,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1201192,ENSG00000142319,4.0,,Dopamine transporter inhibitor,Sodium-dependent dopamine transporter
CHEMBL1201199,ENSG00000109163,4.0,,Gonadotropin-releasing hormone receptor agonist,Gonadotropin-releasing hormone receptor
CHEMBL1201202,ENSG00000117601,4.0,,Antithrombin-III activator,Antithrombin-III
CHEMBL1201203,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1201213,ENSG00000169252,4.0,,Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL1201216,ENSG00000120907,4.0,,Alpha-1a adrenergic receptor antagonist,Alpha-1A adrenergic receptor
CHEMBL1201222,ENSG00000103546,4.0,Completed | Not yet recruiting | Terminated,Norepinephrine transporter releasing agent,Sodium-dependent noradrenaline transporter
CHEMBL1201222,ENSG00000142319,4.0,Completed | Not yet recruiting | Terminated,Dopamine transporter releasing agent,Sodium-dependent dopamine transporter
CHEMBL1201222,ENSG00000165646,4.0,Completed | Not yet recruiting | Terminated,Synaptic vesicular amine transporter inhibitor,Synaptic vesicular amine transporter
CHEMBL1201229,ENSG00000087085,4.0,,Acetylcholinesterase inhibitor,Acetylcholinesterase
CHEMBL1201232,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1201232,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1201237,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1201237,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL1201245,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1201247,ENSG00000109163,4.0,,Gonadotropin-releasing hormone receptor agonist,Gonadotropin-releasing hormone receptor
CHEMBL1201255,ENSG00000109163,4.0,,Gonadotropin-releasing hormone receptor agonist,Gonadotropin-releasing hormone receptor
CHEMBL1201260,ENSG00000103546,4.0,,Norepinephrine transporter substrate,Sodium-dependent noradrenaline transporter
CHEMBL1201271,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1201284,ENSG00000036828,4.0,,Calcium sensing receptor positive allosteric modulator,Extracellular calcium-sensing receptor
CHEMBL1201286,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1201286,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1201287,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1201295,ENSG00000169252,4.0,,Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL1201325,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1201325,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1201334,ENSG00000109163,4.0,,Gonadotropin-releasing hormone receptor agonist,Gonadotropin-releasing hormone receptor
CHEMBL1201340,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1201340,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1201341,ENSG00000087085,4.0,,Acetylcholinesterase inhibitor,Acetylcholinesterase
CHEMBL1201342,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1201354,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1201354,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1201414,ENSG00000117601,4.0,Completed,Antithrombin-III activator,Antithrombin-III
CHEMBL1201419,ENSG00000138039,4.0,,Luteinizing hormone/Choriogonadotropin receptor agonist,Lutropin-choriogonadotropic hormone receptor
CHEMBL1201421,ENSG00000112715,4.0,Terminated,Vascular endothelial growth factor A antagonist,"Vascular endothelial growth factor A, long form"
CHEMBL1201460,ENSG00000117601,4.0,Recruiting | Completed | Terminated,Antithrombin-III activator,Antithrombin-III
CHEMBL1201464,ENSG00000138039,4.0,Completed,Luteinizing hormone/Choriogonadotropin receptor agonist,Lutropin-choriogonadotropic hormone receptor
CHEMBL1201476,ENSG00000117601,4.0,Completed,Antithrombin-III activator,Antithrombin-III
CHEMBL1201477,ENSG00000091831,4.0,,Estrogen receptor alpha agonist,Estrogen receptor
CHEMBL1201496,ENSG00000171105,4.0,Completed | Terminated,Insulin receptor agonist,Insulin receptor
CHEMBL1201497,ENSG00000171105,4.0,"Terminated | Withdrawn | Active, not recruiting | Recruiting | Completed | Unknown status",Insulin receptor agonist,Insulin receptor
CHEMBL1201506,ENSG00000105383,4.0,Completed,Myeloid cell surface antigen CD33 binding agent,Myeloid cell surface antigen CD33
CHEMBL1201515,ENSG00000112964,4.0,Completed | Unknown status,Growth hormone receptor antagonist,Growth hormone receptor
CHEMBL1201533,ENSG00000165409,4.0,Completed,Thyroid stimulating hormone receptor agonist,Thyrotropin receptor
CHEMBL1201534,ENSG00000117601,4.0,,Antithrombin-III activator,Antithrombin-III
CHEMBL1201538,ENSG00000171105,4.0,,Insulin receptor agonist,Insulin receptor
CHEMBL1201550,ENSG00000100385,4.0,Completed,Interleukin-2 receptor binding agent,Interleukin-2 receptor
CHEMBL1201550,ENSG00000134460,4.0,Completed,Interleukin-2 receptor binding agent,Interleukin-2 receptor
CHEMBL1201550,ENSG00000167658,4.0,Completed,Elongation factor 2 inhibitor,Elongation factor 2
CHEMBL1201565,ENSG00000187266,4.0,Completed | Not yet recruiting | Terminated,Erythropoietin receptor agonist,Erythropoietin receptor
CHEMBL1201566,ENSG00000187266,4.0,Completed,Erythropoietin receptor agonist,Erythropoietin receptor
